label,major_axis_length,minor_axis_length,area,perimeter,ratio,roundness,maj_len,min_len,min_pos,min_len05,ratio_contour,hue_mean,hue_std,hue_skew,sat_mean,sat_std,sat_skew,val_mean,val_std,val_skew,int_mean,int_std,int_skew,name,location,img_no
25,0.9041,0.4437,0.3025,2.5285,0.4908,0.5946,0.9562,0.4377,0.39,0.4206,0.4577,0.091,0.1317,5.8441,0.1406,0.0793,0.3637,0.329,0.0659,0.608,71.9897,16.0246,1.3647,Alnus glutinosa,1,7
26,0.6757,0.3198,0.1659,1.7896,0.4733,0.6509,0.6936,0.319,0.33,0.3096,0.4599,0.564,0.4679,-0.2394,0.2064,0.0857,-0.7628,0.3785,0.0622,0.2634,77.924,15.539,0.8066,Alnus glutinosa,1,7
27,1.1214,0.3704,0.3252,2.6954,0.3303,0.5625,1.1247,0.382,0.45,0.3731,0.3396,0.2676,0.3817,1.2496,0.1581,0.0749,0.4458,0.3414,0.0643,0.4664,73.8154,15.6178,0.6801,Alnus glutinosa,1,7
28,1.0211,0.3373,0.2678,2.4746,0.3303,0.5496,1.0022,0.3475,0.51,0.3406,0.3467,0.4582,0.3769,-0.0763,0.0881,0.1,1.6429,0.2688,0.0783,1.1782,63.0893,16.2196,1.4929,Alnus glutinosa,1,7
29,0.7387,0.3546,0.2022,1.9991,0.48,0.6358,0.7644,0.3539,0.47,0.3441,0.463,0.0941,0.1302,5.8969,0.259,0.1399,-0.1194,0.3597,0.0671,0.2798,68.3118,20.2324,0.9806,Alnus glutinosa,1,7
30,0.8948,0.372,0.2506,2.292,0.4157,0.5995,0.9059,0.3813,0.15,0.3577,0.4209,0.1257,0.0506,6.3599,0.2589,0.1294,-0.1893,0.3888,0.0731,-0.0835,73.4668,19.6104,0.7837,Alnus glutinosa,1,7
1,1.0405,0.2985,0.231,2.4629,0.2869,0.4786,1.0427,0.3075,0.2,0.2974,0.2949,0.3978,0.4429,0.4664,0.14,0.0771,0.5326,0.3123,0.0775,0.6178,68.9684,17.6072,1.1572,Alnus glutinosa,1,8
2,0.9627,0.4175,0.31,2.4869,0.4337,0.6299,0.9473,0.4102,0.44,0.4,0.433,0.0853,0.0292,5.3646,0.2528,0.1013,-0.8377,0.3602,0.0763,0.4676,68.7875,19.0853,1.3718,Alnus glutinosa,1,8
3,0.9855,0.3938,0.2974,2.5004,0.3996,0.5978,0.9633,0.4084,0.44,0.3962,0.424,0.2214,0.3054,1.7106,0.1085,0.1048,0.9914,0.3086,0.0911,0.6726,69.504,19.9122,1.2019,Alnus glutinosa,1,8
4,1.2543,0.3788,0.358,3.0346,0.302,0.4885,1.232,0.4023,0.28,0.3625,0.3265,0.1634,0.2839,2.2969,0.135,0.0927,0.4112,0.2977,0.0719,0.8376,65.588,17.412,1.7135,Alnus glutinosa,1,8
5,0.9449,0.3253,0.2272,2.2758,0.3443,0.5513,0.924,0.3411,0.13,0.2857,0.3692,0.2424,0.3481,1.5128,0.1632,0.112,0.4779,0.3398,0.0748,0.3646,72.4228,17.764,1.2942,Alnus glutinosa,1,8
6,1.2457,0.4283,0.3945,3.137,0.3438,0.5038,1.2337,0.4491,0.42,0.4116,0.364,0.4199,0.4447,0.3362,0.1261,0.0787,0.2886,0.2962,0.0796,0.9712,66.8483,19.8936,1.4702,Alnus glutinosa,1,8
7,0.8484,0.3819,0.2481,2.2148,0.4501,0.6356,0.8604,0.3792,0.79,0.3602,0.4407,0.1118,0.1551,5.1276,0.1576,0.0695,0.198,0.3872,0.0545,0.4743,83.3306,14.4158,0.6943,Alnus glutinosa,1,8
8,1.1689,0.3689,0.336,2.7604,0.3156,0.5541,1.1489,0.3825,0.49,0.3637,0.3329,0.2314,0.3676,1.4918,0.1067,0.0525,0.4102,0.32,0.0544,1.3366,73.1785,13.8666,1.9022,Alnus glutinosa,1,8
9,0.9563,0.3542,0.2641,2.36,0.3704,0.5959,0.9647,0.3602,0.48,0.3528,0.3734,0.1601,0.2536,2.6368,0.1536,0.115,0.8222,0.3178,0.0793,0.7973,68.4395,18.9169,1.0416,Alnus glutinosa,1,8
10,0.9199,0.3452,0.2444,2.265,0.3753,0.5987,0.906,0.3464,0.56,0.3381,0.3823,0.5859,0.4384,-0.4362,0.1463,0.074,-0.3338,0.352,0.0716,0.9257,78.9055,15.5688,1.3519,Alnus glutinosa,1,8
11,0.8989,0.2996,0.2096,2.1217,0.3333,0.5851,0.8616,0.2975,0.36,0.2829,0.3453,0.294,0.4251,0.9902,0.2001,0.0833,-0.4541,0.369,0.0572,0.4118,75.9348,15.7925,1.4366,Alnus glutinosa,1,8
12,0.9713,0.3207,0.2372,2.3488,0.3302,0.5403,0.9641,0.3268,0.92,0.3185,0.339,0.0491,0.065,10.5437,0.1803,0.0723,-0.3222,0.3603,0.0485,0.7091,75.539,14.054,1.3908,Alnus glutinosa,1,8
13,0.9649,0.3507,0.2601,2.3809,0.3635,0.5766,0.9921,0.3637,0.19,0.3487,0.3666,0.4838,0.4712,0.0802,0.1842,0.0696,-0.5492,0.3466,0.0587,0.9888,73.1364,14.4497,1.2994,Alnus glutinosa,1,8
14,0.8477,0.3484,0.2287,2.1679,0.411,0.6115,0.8275,0.354,0.48,0.3505,0.4278,0.2176,0.3718,1.5529,0.1929,0.0805,-0.5932,0.3542,0.0675,0.6142,73.7921,18.8801,1.0066,Alnus glutinosa,1,8
15,0.9432,0.3316,0.2421,2.2701,0.3516,0.5904,0.9328,0.3485,0.44,0.3299,0.3736,0.1453,0.2542,2.7599,0.12,0.0789,0.1496,0.3186,0.07,0.8028,71.6501,17.5288,1.1178,Alnus glutinosa,1,8
16,0.9849,0.4084,0.3131,2.4749,0.4147,0.6424,0.9871,0.4176,0.51,0.4115,0.4231,0.1215,0.2145,3.3456,0.1219,0.0868,0.7151,0.3094,0.0574,1.2491,69.3371,15.1485,1.6629,Alnus glutinosa,1,8
17,0.6432,0.333,0.1656,1.7131,0.5177,0.7091,0.647,0.3326,0.27,0.3215,0.5141,0.329,0.4044,0.8526,0.0898,0.0508,0.7934,0.2914,0.0685,1.3036,67.9703,16.4271,1.6683,Alnus glutinosa,1,8
18,1.1184,0.3181,0.2438,2.6789,0.2844,0.4269,1.0889,0.3428,0.16,0.2677,0.3148,0.1474,0.2792,2.5186,0.1926,0.1153,0.586,0.3389,0.0667,1.0526,69.4706,15.9102,1.6252,Alnus glutinosa,1,8
19,0.9243,0.3658,0.2527,2.2959,0.3958,0.6024,0.9046,0.3664,0.5,0.349,0.405,0.5094,0.4644,-0.0373,0.1453,0.0744,-0.0178,0.3148,0.0578,1.3415,69.8047,15.6485,1.6246,Alnus glutinosa,1,8
20,0.8184,0.3384,0.2154,2.0627,0.4135,0.6362,0.8237,0.347,0.45,0.3387,0.4213,0.4225,0.4641,0.3589,0.1814,0.0786,-0.0873,0.3882,0.0556,0.607,81.7981,13.9627,1.0264,Alnus glutinosa,1,8
21,0.9243,0.3375,0.2405,2.3146,0.3651,0.5641,0.9413,0.349,0.19,0.333,0.3708,0.12,0.1647,4.2784,0.1367,0.093,0.2899,0.3192,0.0814,0.3922,69.7445,18.0887,1.1839,Alnus glutinosa,1,8
22,0.8642,0.3205,0.2146,2.176,0.3709,0.5695,0.8331,0.3192,0.5,0.3171,0.3831,0.1103,0.2275,3.4,0.2314,0.1133,-0.3364,0.371,0.0611,0.043,72.8045,17.0585,1.1876,Alnus glutinosa,1,8
23,0.8076,0.284,0.1786,1.9571,0.3517,0.586,0.8184,0.2878,0.42,0.2846,0.3517,0.1362,0.1214,5.1597,0.0749,0.0787,1.9988,0.2977,0.0657,1.061,69.9876,15.6096,1.2905,Alnus glutinosa,1,8
24,0.7073,0.3236,0.1764,1.8047,0.4575,0.6806,0.6944,0.3289,0.31,0.3083,0.4736,0.068,0.1556,5.4172,0.2426,0.097,-0.7818,0.3959,0.0613,0.4434,76.8724,17.4364,0.9375,Alnus glutinosa,1,8
25,0.8464,0.3021,0.1977,2.1034,0.3569,0.5615,0.8671,0.3074,0.5,0.3057,0.3545,0.1585,0.2961,2.3907,0.2309,0.1087,-0.1807,0.4044,0.0679,0.4521,79.9576,18.8709,0.234,Alnus glutinosa,1,8
26,1.1653,0.4021,0.3605,2.9043,0.3451,0.5371,1.1802,0.404,0.45,0.3859,0.3423,0.3023,0.4246,0.9221,0.1469,0.0652,-0.6191,0.3083,0.0609,1.3824,68.0223,16.8733,1.7675,Alnus glutinosa,1,8
27,1.1848,0.4068,0.365,2.8959,0.3433,0.5469,1.1744,0.4115,0.47,0.3983,0.3504,0.2934,0.2219,0.2794,0.0639,0.0785,2.1551,0.2911,0.0931,0.8966,69.5363,19.4131,1.041,Alnus glutinosa,1,8
28,2.2681,0.5346,0.6338,5.3971,0.2357,0.2734,1.9615,0.5994,0.4,0.2645,0.3056,0.2732,0.3983,1.1654,0.1616,0.0743,-0.145,0.3489,0.0687,0.5434,75.3077,17.1845,0.9516,Alnus glutinosa,1,8
29,1.1626,0.3802,0.3254,2.7924,0.327,0.5244,1.1682,0.4017,0.1,0.3638,0.3439,0.3527,0.4291,0.6743,0.1378,0.0686,0.1538,0.3303,0.0615,0.6976,73.0071,14.0589,1.5296,Alnus glutinosa,1,8
30,0.7867,0.278,0.1658,2.0521,0.3534,0.4948,0.8556,0.3034,0.49,0.3022,0.3546,0.0914,0.0577,10.3933,0.153,0.0828,0.3962,0.3688,0.0757,0.7721,79.6511,18.4424,0.9152,Alnus glutinosa,1,8
31,0.8176,0.3245,0.2052,2.0278,0.3969,0.6271,0.8247,0.3304,0.54,0.3225,0.4006,0.1074,0.1496,4.8009,0.1405,0.1129,0.6802,0.3407,0.0747,0.4478,73.9132,16.3671,1.151,Alnus glutinosa,1,8
32,0.7834,0.3494,0.2098,2.0793,0.446,0.6098,0.8002,0.3633,0.3,0.3508,0.454,0.3874,0.4473,0.4415,0.121,0.0691,-0.293,0.3336,0.0506,1.3523,75.7586,14.5216,1.5858,Alnus glutinosa,1,8
33,0.7639,0.3055,0.18,1.8862,0.3999,0.6358,0.7725,0.3192,0.44,0.2929,0.4132,0.1214,0.2905,2.5954,0.1618,0.0645,-0.1041,0.3652,0.0451,1.0781,78.3277,12.7617,1.719,Alnus glutinosa,1,8
1,1.3015,0.4698,0.4288,3.2981,0.361,0.4954,1.2082,0.5462,0.04,0.3675,0.4521,0.1054,0.0567,5.8598,0.2397,0.1251,-0.1241,0.3545,0.0708,0.2126,68.8861,19.3299,1.0195,Alnus glutinosa,1,9
2,0.997,0.3857,0.2997,2.6037,0.3869,0.5555,1.0012,0.4112,0.49,0.3847,0.4107,0.0774,0.1041,7.7168,0.216,0.1075,-0.1464,0.3238,0.0604,1.2944,64.9004,17.17,2.1017,Alnus glutinosa,1,9
3,0.9476,0.3825,0.279,2.4064,0.4037,0.6055,0.9127,0.3827,0.17,0.3544,0.4193,0.1361,0.1882,3.6102,0.1126,0.0802,0.7228,0.3159,0.0694,0.8974,71.152,15.9706,1.7544,Alnus glutinosa,1,9
4,0.9118,0.3822,0.254,2.2987,0.4192,0.6041,0.9154,0.4077,0.14,0.3406,0.4454,0.2466,0.3602,1.3846,0.0956,0.067,1.0642,0.2968,0.059,1.5021,68.6612,14.7579,1.931,Alnus glutinosa,1,9
5,0.8499,0.3921,0.259,2.2412,0.4613,0.648,0.8495,0.4012,0.3,0.3881,0.4723,0.2746,0.3787,1.1473,0.1015,0.0623,0.0012,0.3076,0.0696,1.1073,70.9456,17.0574,1.4032,Alnus glutinosa,1,9
6,1.0934,0.3386,0.2817,2.608,0.3097,0.5205,1.1006,0.345,0.28,0.3185,0.3135,0.0781,0.1958,4.1745,0.1638,0.0635,-0.4408,0.3105,0.0515,1.6817,66.5591,14.5721,2.2206,Alnus glutinosa,1,9
7,0.7724,0.2652,0.1524,1.873,0.3433,0.5459,0.7765,0.28,0.43,0.2572,0.3606,0.0826,0.1808,4.6181,0.1731,0.0711,0.4034,0.3766,0.0593,0.4758,79.9289,16.7267,0.5469,Alnus glutinosa,1,9
8,0.9067,0.3194,0.2178,2.3554,0.3523,0.4933,0.8944,0.3278,0.48,0.2918,0.3665,0.2302,0.2636,1.2197,0.0796,0.0864,1.423,0.2683,0.0851,1.1125,63.2324,20.6582,1.5634,Alnus glutinosa,1,9
9,1.0763,0.4443,0.3722,2.7222,0.4128,0.6312,1.0784,0.4637,0.48,0.4546,0.43,0.1173,0.1777,4.3122,0.2465,0.1267,-0.3694,0.3625,0.0735,0.5044,69.119,16.3626,1.1136,Alnus glutinosa,1,9
10,0.8965,0.3455,0.2347,2.2351,0.3854,0.5904,0.8857,0.3673,0.43,0.3299,0.4147,0.3571,0.4256,0.6894,0.0896,0.049,0.0673,0.3243,0.0645,0.8962,75.8968,16.5481,1.3283,Alnus glutinosa,1,9
11,1.0412,0.4015,0.3197,2.6831,0.3856,0.5581,1.0193,0.4219,0.35,0.3887,0.4139,0.3186,0.4268,0.8922,0.1556,0.0679,-0.2199,0.3687,0.0581,0.6079,80.1336,15.9326,1.0336,Alnus glutinosa,1,9
12,1.0022,0.3582,0.2511,2.4938,0.3574,0.5074,0.9561,0.3941,0.45,0.3068,0.4122,0.509,0.4612,-0.0612,0.1176,0.0577,0.4111,0.2893,0.0635,1.4252,66.2261,16.4507,1.7042,Alnus glutinosa,1,9
13,0.9527,0.2747,0.1879,2.2725,0.2883,0.4572,0.9399,0.3056,0.41,0.2527,0.3251,0.1971,0.314,1.8091,0.1348,0.1155,0.4608,0.3125,0.0796,0.2425,68.1134,16.6734,1.3712,Alnus glutinosa,1,9
14,1.0828,0.3858,0.3245,2.7718,0.3563,0.5308,1.0836,0.4001,0.64,0.3768,0.3692,0.0875,0.0945,6.6127,0.1786,0.1076,0.0601,0.325,0.0779,0.3308,67.7922,18.7849,1.3633,Alnus glutinosa,1,9
15,0.8036,0.3083,0.1922,1.9734,0.3836,0.6202,0.7956,0.311,0.48,0.3023,0.3909,0.1235,0.0273,-0.4392,0.3488,0.1227,-0.7266,0.4428,0.0638,0.6817,74.1509,21.0925,1.1229,Alnus glutinosa,1,9
16,1.0424,0.3016,0.236,2.4564,0.2893,0.4915,1.0333,0.3146,0.16,0.27,0.3045,0.0758,0.0912,8.4451,0.2118,0.0952,-0.1524,0.3244,0.062,0.605,65.3626,16.4793,1.5106,Alnus glutinosa,1,9
17,0.8393,0.2926,0.1856,2.1149,0.3486,0.5214,0.8617,0.3104,0.43,0.2853,0.3602,0.0881,0.0195,-0.0874,0.2811,0.1032,-0.2061,0.4033,0.0572,-0.1914,73.9622,15.8027,1.0291,Alnus glutinosa,1,9
18,0.7081,0.2562,0.1349,1.7563,0.3618,0.5496,0.6982,0.2815,0.34,0.2322,0.4032,0.1411,0.2355,3.0312,0.1073,0.0526,0.3326,0.3118,0.0624,1.2507,71.1747,15.7094,1.6881,Alnus glutinosa,1,9
19,0.8174,0.3283,0.2031,2.018,0.4016,0.6267,0.8159,0.3457,0.13,0.3108,0.4237,0.0578,0.087,8.3442,0.168,0.0617,-0.5334,0.3269,0.0521,1.3692,69.5511,14.037,2.0604,Alnus glutinosa,1,9
20,0.9197,0.3606,0.251,2.4657,0.3921,0.5188,0.9262,0.3651,0.39,0.3406,0.3942,0.3896,0.4372,0.5106,0.1326,0.071,-0.2197,0.2809,0.0747,0.9767,63.1236,18.8876,1.3756,Alnus glutinosa,1,9
21,1.211,0.511,0.4634,3.1021,0.422,0.6051,1.1982,0.551,0.09,0.4868,0.4599,0.308,0.4019,0.9674,0.144,0.0882,0.7871,0.3206,0.0644,0.8809,70.4778,15.5456,1.2943,Alnus glutinosa,1,9
22,0.7482,0.3051,0.1751,1.8654,0.4078,0.6323,0.725,0.305,0.58,0.2934,0.4207,0.1213,0.1009,6.9382,0.2446,0.1238,-0.1995,0.412,0.0626,-0.1435,79.2493,17.6903,0.7324,Alnus glutinosa,1,9
23,0.7932,0.3453,0.2143,2.0098,0.4353,0.6667,0.7846,0.3442,0.46,0.3401,0.4387,0.2391,0.3857,1.3776,0.1533,0.0732,0.2152,0.3542,0.0562,0.7599,76.708,13.8847,1.2411,Alnus glutinosa,1,9
24,0.9349,0.3273,0.2377,2.2731,0.3501,0.5781,0.9289,0.3345,0.45,0.3076,0.3601,0.1074,0.1937,3.9072,0.146,0.0716,-0.0133,0.3134,0.0547,1.431,68.448,14.7738,2.0151,Alnus glutinosa,1,9
25,1.1059,0.3933,0.3377,2.7553,0.3556,0.559,1.119,0.4016,0.46,0.393,0.3589,0.1645,0.2947,2.227,0.1119,0.0516,-0.4215,0.3059,0.0558,1.3651,69.6428,14.8717,1.8093,Alnus glutinosa,1,9
26,0.8315,0.3482,0.2107,2.1485,0.4188,0.5736,0.8152,0.3703,0.51,0.3224,0.4542,0.2457,0.3935,1.2862,0.1333,0.0626,-0.2358,0.3443,0.0543,1.125,76.7212,15.3642,1.5313,Alnus glutinosa,1,9
27,1.2428,0.346,0.2882,2.9243,0.2784,0.4235,1.1373,0.3842,0.46,0.2817,0.3378,0.1533,0.2068,3.3731,0.1572,0.0851,-0.1324,0.3885,0.0664,-0.1141,83.3193,15.6524,0.7229,Alnus glutinosa,1,9
28,1.0335,0.4138,0.3335,2.5909,0.4004,0.6243,1.056,0.4213,0.53,0.4184,0.399,0.1407,0.2335,3.2258,0.2098,0.0933,-0.0496,0.3866,0.0519,0.6246,78.2662,15.3259,0.4708,Alnus glutinosa,1,9
29,0.8035,0.3612,0.2254,2.0553,0.4495,0.6705,0.8208,0.3647,0.33,0.3485,0.4443,0.1532,0.2858,2.5077,0.1676,0.0632,0.0958,0.3415,0.0675,0.5498,72.7064,16.3042,1.095,Alnus glutinosa,1,9
30,0.8452,0.296,0.1951,2.0446,0.3502,0.5865,0.8369,0.298,0.44,0.2951,0.3561,0.1751,0.277,2.4692,0.1887,0.091,-0.0842,0.3866,0.0536,0.4813,80.0383,13.2066,0.6627,Alnus glutinosa,1,9
31,0.7559,0.3222,0.1895,1.9473,0.4262,0.628,0.7453,0.3186,0.42,0.3162,0.4275,0.2133,0.3636,1.6133,0.159,0.0638,-0.1306,0.3927,0.0435,0.5229,84.6728,12.8824,0.8945,Alnus glutinosa,1,9
32,0.9081,0.3815,0.2684,2.41,0.4201,0.5807,0.916,0.3775,0.39,0.3697,0.4121,0.0961,0.0995,6.7735,0.2556,0.1252,-0.4538,0.3966,0.0659,0.245,74.4329,14.1576,1.4234,Alnus glutinosa,1,9
1,0.6019,0.1918,0.0881,1.4872,0.3187,0.5005,0.6244,0.2005,0.43,0.1865,0.3211,0.1088,0.1115,6.2576,0.6901,0.3058,-1.0663,0.348,0.0833,-0.0914,31.0437,30.8699,1.2116,Carpinus betulus,1,1
2,0.6613,0.2017,0.1024,1.6323,0.305,0.483,0.6741,0.2103,0.06,0.1999,0.312,0.1092,0.1133,6.3924,0.6749,0.2819,-1.0991,0.374,0.0838,-0.4361,33.0348,28.4059,1.1827,Carpinus betulus,1,1
3,0.7383,0.2156,0.1217,1.7816,0.292,0.4818,0.759,0.2228,0.27,0.2079,0.2935,0.0952,0.112,6.642,0.6711,0.274,-1.1406,0.3529,0.0875,-0.3112,31.0446,27.1025,1.3463,Carpinus betulus,1,1
4,0.6566,0.1919,0.0971,1.5664,0.2923,0.4973,0.6832,0.2074,0.41,0.1816,0.3036,0.111,0.1106,6.0515,0.6937,0.2717,-1.2643,0.3816,0.0901,-0.5006,30.1288,25.2491,1.3387,Carpinus betulus,1,1
5,0.6446,0.1999,0.0992,1.5257,0.3101,0.5355,0.6494,0.2052,0.5,0.1951,0.316,0.0813,0.086,8.098,0.6816,0.2676,-1.0961,0.3356,0.0661,-0.358,27.5325,23.5537,1.4999,Carpinus betulus,1,1
6,0.7084,0.2015,0.11,1.6658,0.2844,0.4981,0.7248,0.2078,0.38,0.1938,0.2867,0.0893,0.0829,6.5984,0.6481,0.3084,-0.819,0.2904,0.0648,-0.1639,26.5844,25.8385,1.5102,Carpinus betulus,1,1
7,0.7389,0.225,0.1273,1.7597,0.3045,0.5166,0.7433,0.2227,0.26,0.2167,0.2996,0.0971,0.1133,5.9665,0.6564,0.3189,-0.8516,0.3128,0.0676,0.1601,29.475,29.6879,1.2561,Carpinus betulus,1,1
8,0.8643,0.2401,0.1563,2.0765,0.2778,0.4555,0.915,0.2455,0.45,0.2404,0.2683,0.1016,0.1125,6.6232,0.6864,0.2667,-1.2158,0.366,0.0877,-0.1751,28.8176,23.3555,1.4287,Carpinus betulus,1,1
9,0.7795,0.2391,0.1433,1.8639,0.3067,0.5183,0.7998,0.2474,0.33,0.2367,0.3093,0.1033,0.0889,7.7072,0.6776,0.2622,-1.2441,0.3627,0.0981,-0.369,29.5078,23.4495,1.3991,Carpinus betulus,1,1
10,0.7585,0.2455,0.1339,1.8512,0.3237,0.491,0.7747,0.2788,0.3,0.2157,0.3599,0.1072,0.061,10.4478,0.7281,0.2214,-1.6892,0.4223,0.0704,-1.0681,29.1937,22.1375,1.6603,Carpinus betulus,1,1
11,0.6886,0.21,0.1106,1.6541,0.305,0.508,0.7134,0.2141,0.42,0.2011,0.3001,0.1001,0.1084,7.0191,0.7215,0.2324,-1.5244,0.3887,0.0797,-0.3985,27.3737,20.4866,1.7743,Carpinus betulus,1,1
12,0.6238,0.1853,0.0894,1.4926,0.2971,0.5043,0.6441,0.1941,0.41,0.1802,0.3014,0.096,0.1085,7.0728,0.6721,0.2358,-1.3018,0.3899,0.0964,-0.5344,32.8664,23.9931,1.2692,Carpinus betulus,1,1
13,0.49,0.1293,0.0485,1.1415,0.2639,0.4677,0.4975,0.1381,0.46,0.1239,0.2776,0.1082,0.145,4.9137,0.6025,0.2817,-0.9531,0.3706,0.0604,-0.2845,37.1631,26.9878,1.1888,Carpinus betulus,1,1
14,0.8059,0.2147,0.1339,1.9166,0.2664,0.4581,0.8365,0.2224,0.36,0.2043,0.2659,0.1082,0.1238,5.8525,0.6612,0.2399,-1.2652,0.393,0.0895,-0.5501,33.1306,22.7215,1.5202,Carpinus betulus,1,1
15,0.6333,0.1807,0.0883,1.5178,0.2853,0.4817,0.6561,0.1921,0.36,0.172,0.2928,0.0985,0.1072,6.6086,0.7077,0.2702,-1.2633,0.3585,0.0731,-0.307,26.7293,23.7852,1.5757,Carpinus betulus,1,1
16,0.5755,0.168,0.074,1.371,0.2919,0.4947,0.5881,0.1713,0.42,0.1624,0.2913,0.1019,0.0881,8.186,0.643,0.2277,-1.3893,0.4308,0.0888,-0.6259,38.081,22.4391,1.2975,Carpinus betulus,1,1
17,0.8583,0.2365,0.1562,2.0479,0.2755,0.468,0.8781,0.2418,0.48,0.2332,0.2754,0.0953,0.0823,7.8498,0.6787,0.2163,-1.6758,0.4237,0.0818,-0.6758,33.8998,20.3918,1.5511,Carpinus betulus,1,1
18,0.5226,0.1701,0.0683,1.2584,0.3255,0.542,0.5394,0.1761,0.37,0.1602,0.3265,0.1191,0.1348,5.457,0.6463,0.2475,-1.1556,0.3816,0.0848,-0.2179,32.9483,21.4058,1.366,Carpinus betulus,1,1
19,0.5693,0.1606,0.0695,1.347,0.2821,0.4813,0.5917,0.168,0.15,0.1554,0.2839,0.0978,0.1007,7.291,0.6507,0.2549,-1.0995,0.3696,0.0897,-0.3714,32.1724,24.2287,1.4327,Carpinus betulus,1,1
20,0.624,0.187,0.0876,1.5159,0.2997,0.479,0.6353,0.2052,0.08,0.1787,0.323,0.094,0.0807,7.8597,0.6959,0.2485,-1.4164,0.3822,0.0684,-0.2639,29.8881,23.3107,1.5372,Carpinus betulus,1,1
21,0.7647,0.2083,0.1213,1.8818,0.2724,0.4305,0.7906,0.2163,0.47,0.199,0.2736,0.088,0.1212,6.6707,0.6894,0.2164,-1.5578,0.3867,0.07,-0.6548,30.8937,21.7716,1.6118,Carpinus betulus,1,1
22,0.621,0.1986,0.0954,1.499,0.3198,0.5335,0.6403,0.205,0.47,0.1999,0.3202,0.1235,0.1268,5.4734,0.617,0.2401,-0.9732,0.4286,0.0844,-0.3437,40.9422,24.0289,0.7435,Carpinus betulus,1,1
23,0.7046,0.189,0.1001,1.7158,0.2682,0.4273,0.7425,0.2035,0.51,0.1902,0.2741,0.0932,0.0737,9.6612,0.6527,0.2259,-1.2779,0.4102,0.0861,-0.5157,35.8392,22.8924,1.2303,Carpinus betulus,1,1
24,0.6605,0.1962,0.1003,1.548,0.297,0.526,0.671,0.2041,0.42,0.194,0.3042,0.0994,0.1235,5.9877,0.6448,0.2477,-1.1756,0.382,0.0719,-0.2364,33.8449,21.3874,1.3101,Carpinus betulus,1,1
25,0.5334,0.1854,0.074,1.338,0.3476,0.5194,0.5486,0.2037,0.16,0.162,0.3713,0.1235,0.1659,4.5217,0.6399,0.208,-1.2907,0.43,0.0881,-0.7782,38.5958,19.6613,1.2187,Carpinus betulus,1,1
26,0.5704,0.1818,0.0799,1.3793,0.3187,0.5278,0.5933,0.1834,0.4,0.1771,0.3091,0.097,0.0894,8.0966,0.6728,0.2662,-1.0629,0.3942,0.0732,-0.5659,32.7279,25.3909,1.1721,Carpinus betulus,1,1
27,0.6219,0.1853,0.0873,1.5238,0.298,0.4725,0.647,0.1904,0.41,0.1749,0.2943,0.0855,0.08,9.0968,0.675,0.2524,-1.1581,0.3799,0.077,-0.2753,31.3316,23.5767,1.3528,Carpinus betulus,1,1
28,0.5075,0.1577,0.0614,1.2604,0.3107,0.4857,0.5325,0.1666,0.43,0.1563,0.3129,0.121,0.1688,4.4458,0.6411,0.2357,-1.103,0.3957,0.0767,-0.3212,35.7066,21.941,1.1186,Carpinus betulus,1,1
29,0.7903,0.21,0.1283,1.8532,0.2657,0.4695,0.817,0.2222,0.45,0.2186,0.272,0.079,0.0667,10.739,0.6477,0.2237,-1.3554,0.4079,0.0791,-0.2687,34.9257,19.6209,1.4011,Carpinus betulus,1,1
30,0.8794,0.2429,0.1638,2.1052,0.2762,0.4644,0.9124,0.2517,0.43,0.244,0.2759,0.1084,0.112,6.6709,0.694,0.2122,-1.6605,0.4492,0.0833,-0.315,34.222,21.2197,1.3882,Carpinus betulus,1,1
31,0.8871,0.2462,0.1688,2.1731,0.2775,0.4492,0.9256,0.262,0.43,0.2513,0.2831,0.0852,0.0492,11.9192,0.7048,0.2517,-1.1675,0.39,0.0705,0.3351,30.1399,25.5624,1.171,Carpinus betulus,1,1
32,0.56,0.1654,0.0712,1.3151,0.2954,0.5173,0.5676,0.1767,0.38,0.1525,0.3113,0.0967,0.1463,5.3956,0.6218,0.2135,-1.206,0.4024,0.0956,-0.1155,37.7481,20.482,1.0924,Carpinus betulus,1,1
33,0.8135,0.2325,0.143,1.9717,0.2858,0.4622,0.8432,0.245,0.29,0.2219,0.2906,0.0968,0.091,7.5209,0.6573,0.1937,-1.8688,0.4531,0.0828,-0.4743,38.0788,18.1353,1.6513,Carpinus betulus,1,1
34,0.7258,0.1946,0.1076,1.7223,0.2681,0.4558,0.7549,0.1996,0.48,0.1887,0.2644,0.1205,0.1354,5.5666,0.6556,0.2053,-1.6059,0.4551,0.0924,-0.5776,38.4385,19.4868,1.171,Carpinus betulus,1,1
35,0.6693,0.205,0.1048,1.5966,0.3063,0.5166,0.6841,0.209,0.33,0.1914,0.3055,0.1117,0.1387,5.3288,0.6425,0.2261,-1.4791,0.4288,0.0818,-0.1491,37.5111,20.7296,1.3436,Carpinus betulus,1,1
36,0.7401,0.2128,0.1181,1.7802,0.2875,0.4683,0.7612,0.2166,0.28,0.1981,0.2846,0.0986,0.1005,7.1805,0.6963,0.2084,-1.6861,0.4513,0.0695,-0.2387,34.0145,20.7251,1.5037,Carpinus betulus,1,1
37,0.5955,0.1863,0.085,1.4269,0.3128,0.5246,0.6153,0.1915,0.26,0.1802,0.3112,0.12,0.2039,3.8616,0.6074,0.1912,-1.2995,0.4304,0.0865,-0.0896,42.6074,19.5425,0.8806,Carpinus betulus,1,1
